,Country,Year,% Plastic in waste stream4,Plastic pollution by year,Value_x,Value_y,plastic pollution per millions of people
0,Australia,2003,4.950000000000002,306.99900000000014,6202.0,19.720737,15.567318807608466
1,Australia,2007,4.950000000000002,391.19850000000014,7903.0,20.827622,18.782677158246877
2,Australia,2008,4.950000000000002,389.81250000000017,7875.0,21.249199,18.344809138452707
3,Australia,2009,4.950000000000002,388.42650000000015,7847.0,21.691653,17.906726610461646
4,Australia,2010,4.950000000000002,390.65400000000017,7892.0,22.03175,17.731410350970766
5,Australia,2011,4.950000000000002,372.68550000000016,7529.0,22.340024,16.68241269570705
6,Australia,2012,4.950000000000002,370.6395165000002,7487.667,22.733465,16.3036966208187
7,Australia,2013,4.950000000000002,368.59348350000016,7446.333,23.128129,15.937021256669752
8,Australia,2014,4.950000000000002,366.5475000000001,7405.0,23.475686,15.613920717801394
9,Australia,2015,4.950000000000002,370.4580000000002,7484.0,23.815995,15.555008304292985
10,Australia,2016,4.950000000000002,354.42000000000013,7160.0,24.190907,14.650959552694744
